window_label,period,row_count,sp500_return_mean,sp500_return_median,sp500_return_std,sp500_return_n,nasdaq_return_mean,nasdaq_return_median,nasdaq_return_std,nasdaq_return_n,shanghai_return_mean,shanghai_return_median,shanghai_return_std,shanghai_return_n,event_count
m1_p1,before,17,0.002541394754270839,0.0003352922263379,0.0052690907042531295,17,0.0029727251812725116,0.0010358116735056,0.006263824607867697,17,0.0009325862334169498,-0.0023284311720657997,0.011142074247292392,16,17
m1_p1,event_day,17,-0.004443770011301492,-0.0011315328231061,0.008966512555003952,17,-0.004507057299574448,-0.0013181662662972,0.01010743871405433,17,0.0014226080437730868,-0.0010752653571654,0.011706416782706086,15,17
m1_p1,after,17,-0.0008514108606499059,0.0033365488963206,0.010879240026291785,17,-0.0004836866116620011,0.0050946378532348,0.013900448017031981,17,0.0013340863123051923,0.00110832945271285,0.013683033067481884,16,17
m3_p3,before,51,0.0017305289438200294,0.0017433852107295,0.007660498061790131,51,0.0020713944061421198,0.0027313336263987,0.009064658200291644,51,0.002149975175384984,0.002033088677656,0.010197997922315225,50,17
m3_p3,event_day,17,-0.004443770011301492,-0.0011315328231061,0.008966512555003952,17,-0.004507057299574448,-0.0013181662662972,0.01010743871405433,17,0.0014226080437730868,-0.0010752653571654,0.011706416782706086,15,17
m3_p3,after,51,-0.00032995167913933715,0.0008661436002121,0.01090896974334504,51,0.00012065711220281145,0.0010358116735056,0.013654028903346388,51,0.00025227633935816533,0.0012359619136926001,0.013727473727471802,50,17
m5_p5,before,85,0.0014718242231815729,0.0020685364303643,0.008700377171916312,85,0.0016830689519810283,0.0020143312030556,0.010377141083629245,85,0.0005387466238603551,0.0009737217430958,0.011842993846686967,83,17
m5_p5,event_day,17,-0.004443770011301492,-0.0011315328231061,0.008966512555003952,17,-0.004507057299574448,-0.0013181662662972,0.01010743871405433,17,0.0014226080437730868,-0.0010752653571654,0.011706416782706086,15,17
m5_p5,after,85,0.0008843229883274804,0.0010792374947172,0.011275096993651118,85,0.0010945672657246656,0.0008081572464619,0.013880480483939186,85,4.709622543830305e-05,0.0004603128666182,0.012719762568023677,83,17
